,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,87,0,13,5,5,200,1,0,random,majority_opinion,1500
0,100,26,0,74,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,38,0,62,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,10,0,90,5,5,200,1,0,random,majority_opinion,1500
0,100,92,0,8,5,5,200,1,0,random,majority_opinion,1500
