,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,29,0,71,5,5,200,1,0,SYO,discussion,1500
0,100,41,0,59,5,5,200,1,0,SYO,discussion,1500
0,100,33,0,67,5,5,200,1,0,SYO,discussion,1500
0,100,50,0,50,5,5,200,1,0,SYO,discussion,1500
0,100,44,0,56,5,5,200,1,0,SYO,discussion,1500
0,100,42,0,58,5,5,200,1,0,SYO,discussion,1500
0,100,54,0,46,5,5,200,1,0,SYO,discussion,1500
0,100,49,0,51,5,5,200,1,0,SYO,discussion,1500
0,100,62,0,38,5,5,200,1,0,SYO,discussion,1500
0,100,26,0,74,5,5,200,1,0,SYO,discussion,1500
0,100,39,0,61,5,5,200,1,0,SYO,discussion,1500
0,100,30,0,70,5,5,200,1,0,SYO,discussion,1500
0,100,51,0,49,5,5,200,1,0,SYO,discussion,1500
0,100,68,0,32,5,5,200,1,0,SYO,discussion,1500
0,100,55,0,45,5,5,200,1,0,SYO,discussion,1500
0,100,67,0,33,5,5,200,1,0,SYO,discussion,1500
0,100,47,0,53,5,5,200,1,0,SYO,discussion,1500
0,100,67,0,33,5,5,200,1,0,SYO,discussion,1500
0,100,54,0,46,5,5,200,1,0,SYO,discussion,1500
0,100,71,0,29,5,5,200,1,0,SYO,discussion,1500
0,100,80,0,20,5,5,200,1,0,SYO,discussion,1500
0,100,36,0,64,5,5,200,1,0,SYO,discussion,1500
0,100,43,0,57,5,5,200,1,0,SYO,discussion,1500
0,100,33,0,67,5,5,200,1,0,SYO,discussion,1500
0,100,37,0,63,5,5,200,1,0,SYO,discussion,1500
0,100,25,0,75,5,5,200,1,0,SYO,discussion,1500
0,100,26,0,74,5,5,200,1,0,SYO,discussion,1500
0,100,49,0,51,5,5,200,1,0,SYO,discussion,1500
0,100,45,0,55,5,5,200,1,0,SYO,discussion,1500
0,100,47,0,53,5,5,200,1,0,SYO,discussion,1500
0,100,56,0,44,5,5,200,1,0,SYO,discussion,1500
0,100,80,0,20,5,5,200,1,0,SYO,discussion,1500
0,100,27,0,73,5,5,200,1,0,SYO,discussion,1500
0,100,27,0,73,5,5,200,1,0,SYO,discussion,1500
0,100,34,0,66,5,5,200,1,0,SYO,discussion,1500
0,100,45,0,55,5,5,200,1,0,SYO,discussion,1500
0,100,14,0,86,5,5,200,1,0,SYO,discussion,1500
0,100,46,0,54,5,5,200,1,0,SYO,discussion,1500
0,100,39,0,61,5,5,200,1,0,SYO,discussion,1500
0,100,40,0,60,5,5,200,1,0,SYO,discussion,1500
0,100,57,0,43,5,5,200,1,0,SYO,discussion,1500
