,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,42,0,58,5,5,200,1,0,CO,discussion,1500
0,100,39,0,61,5,5,200,1,0,CO,discussion,1500
0,100,47,0,53,5,5,200,1,0,CO,discussion,1500
0,100,40,0,60,5,5,200,1,0,CO,discussion,1500
0,100,29,0,71,5,5,200,1,0,CO,discussion,1500
0,100,39,0,61,5,5,200,1,0,CO,discussion,1500
0,100,44,0,56,5,5,200,1,0,CO,discussion,1500
0,100,51,0,49,5,5,200,1,0,CO,discussion,1500
0,100,53,0,47,5,5,200,1,0,CO,discussion,1500
0,100,46,0,54,5,5,200,1,0,CO,discussion,1500
0,100,73,0,27,5,5,200,1,0,CO,discussion,1500
0,100,41,0,59,5,5,200,1,0,CO,discussion,1500
0,100,38,0,62,5,5,200,1,0,CO,discussion,1500
0,100,51,0,49,5,5,200,1,0,CO,discussion,1500
0,100,53,0,47,5,5,200,1,0,CO,discussion,1500
0,100,46,0,54,5,5,200,1,0,CO,discussion,1500
0,100,80,0,20,5,5,200,1,0,CO,discussion,1500
0,100,49,0,51,5,5,200,1,0,CO,discussion,1500
0,100,24,0,76,5,5,200,1,0,CO,discussion,1500
0,100,50,0,50,5,5,200,1,0,CO,discussion,1500
0,100,30,0,70,5,5,200,1,0,CO,discussion,1500
0,100,62,0,38,5,5,200,1,0,CO,discussion,1500
0,100,52,0,48,5,5,200,1,0,CO,discussion,1500
0,100,38,0,62,5,5,200,1,0,CO,discussion,1500
0,100,59,0,41,5,5,200,1,0,CO,discussion,1500
0,100,27,0,73,5,5,200,1,0,CO,discussion,1500
0,100,64,0,36,5,5,200,1,0,CO,discussion,1500
0,100,56,0,44,5,5,200,1,0,CO,discussion,1500
0,100,61,0,39,5,5,200,1,0,CO,discussion,1500
0,100,25,0,75,5,5,200,1,0,CO,discussion,1500
0,100,55,0,45,5,5,200,1,0,CO,discussion,1500
0,100,49,0,51,5,5,200,1,0,CO,discussion,1500
0,100,75,0,25,5,5,200,1,0,CO,discussion,1500
0,100,62,0,38,5,5,200,1,0,CO,discussion,1500
0,100,37,0,63,5,5,200,1,0,CO,discussion,1500
0,100,48,0,52,5,5,200,1,0,CO,discussion,1500
0,100,65,0,35,5,5,200,1,0,CO,discussion,1500
0,100,63,0,37,5,5,200,1,0,CO,discussion,1500
0,100,62,0,38,5,5,200,1,0,CO,discussion,1500
0,100,79,0,21,5,5,200,1,0,CO,discussion,1500
0,100,37,0,63,5,5,200,1,0,CO,discussion,1500
0,100,42,0,58,5,5,200,1,0,CO,discussion,1500
