,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,66,0,34,5,5,200,1,0,random,discussion,1500
0,100,52,0,48,5,5,200,1,0,random,discussion,1500
0,100,73,0,27,5,5,200,1,0,random,discussion,1500
0,100,33,0,67,5,5,200,1,0,random,discussion,1500
0,100,50,0,50,5,5,200,1,0,random,discussion,1500
0,100,59,0,41,5,5,200,1,0,random,discussion,1500
0,100,48,0,52,5,5,200,1,0,random,discussion,1500
0,100,33,0,67,5,5,200,1,0,random,discussion,1500
0,100,40,0,60,5,5,200,1,0,random,discussion,1500
0,100,52,0,48,5,5,200,1,0,random,discussion,1500
0,100,51,0,49,5,5,200,1,0,random,discussion,1500
0,100,40,0,60,5,5,200,1,0,random,discussion,1500
0,100,67,0,33,5,5,200,1,0,random,discussion,1500
