,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,29,0,71,5,5,200,1,0,CO,simple,1500
0,100,39,1,60,5,5,200,1,0,CO,simple,1500
0,100,30,0,70,5,5,200,1,0,CO,simple,1500
0,100,73,4,23,5,5,200,1,0,CO,simple,1500
0,100,46,0,54,5,5,200,1,0,CO,simple,1500
0,100,20,0,80,5,5,200,1,0,CO,simple,1500
0,100,62,1,37,5,5,200,1,0,CO,simple,1500
0,100,52,1,47,5,5,200,1,0,CO,simple,1500
0,100,52,1,47,5,5,200,1,0,CO,simple,1500
0,100,49,1,50,5,5,200,1,0,CO,simple,1500
0,100,21,2,77,5,5,200,1,0,CO,simple,1500
0,100,64,0,36,5,5,200,1,0,CO,simple,1500
0,100,43,2,55,5,5,200,1,0,CO,simple,1500
0,100,45,1,54,5,5,200,1,0,CO,simple,1500
0,100,15,0,85,5,5,200,1,0,CO,simple,1500
0,100,50,3,47,5,5,200,1,0,CO,simple,1500
0,100,41,0,59,5,5,200,1,0,CO,simple,1500
0,100,35,0,65,5,5,200,1,0,CO,simple,1500
0,100,37,0,63,5,5,200,1,0,CO,simple,1500
0,100,22,1,77,5,5,200,1,0,CO,simple,1500
0,100,56,1,43,5,5,200,1,0,CO,simple,1500
0,100,34,2,64,5,5,200,1,0,CO,simple,1500
0,100,45,0,55,5,5,200,1,0,CO,simple,1500
0,100,40,0,60,5,5,200,1,0,CO,simple,1500
0,100,42,0,58,5,5,200,1,0,CO,simple,1500
0,100,43,1,56,5,5,200,1,0,CO,simple,1500
0,100,30,0,70,5,5,200,1,0,CO,simple,1500
0,100,27,0,73,5,5,200,1,0,CO,simple,1500
0,100,47,0,53,5,5,200,1,0,CO,simple,1500
0,100,35,0,65,5,5,200,1,0,CO,simple,1500
0,100,29,0,71,5,5,200,1,0,CO,simple,1500
0,100,63,1,36,5,5,200,1,0,CO,simple,1500
0,100,52,2,46,5,5,200,1,0,CO,simple,1500
0,100,39,0,61,5,5,200,1,0,CO,simple,1500
0,100,49,1,50,5,5,200,1,0,CO,simple,1500
0,100,29,0,71,5,5,200,1,0,CO,simple,1500
0,100,49,1,50,5,5,200,1,0,CO,simple,1500
0,100,38,2,60,5,5,200,1,0,CO,simple,1500
0,100,45,0,55,5,5,200,1,0,CO,simple,1500
0,100,38,1,61,5,5,200,1,0,CO,simple,1500
0,100,28,1,71,5,5,200,1,0,CO,simple,1500
0,100,45,1,54,5,5,200,1,0,CO,simple,1500
0,100,27,1,72,5,5,200,1,0,CO,simple,1500
0,100,58,1,41,5,5,200,1,0,CO,simple,1500
0,100,35,1,64,5,5,200,1,0,CO,simple,1500
0,100,32,0,68,5,5,200,1,0,CO,simple,1500
0,100,50,0,50,5,5,200,1,0,CO,simple,1500
0,100,30,1,69,5,5,200,1,0,CO,simple,1500
0,100,52,0,48,5,5,200,1,0,CO,simple,1500
0,100,82,0,18,5,5,200,1,0,CO,simple,1500
0,100,77,0,23,5,5,200,1,0,CO,simple,1500
0,100,56,1,43,5,5,200,1,0,CO,simple,1500
0,100,57,1,42,5,5,200,1,0,CO,simple,1500
0,100,41,1,58,5,5,200,1,0,CO,simple,1500
0,100,81,0,19,5,5,200,1,0,CO,simple,1500
